ENTRY NAME,CODE,PUBLICATION,WEBSERVER,LINK,FOLDER1,CATEGORY1,SUBCATEGORY1,SUBSUBCATEGORY1,DESCRIPTION,GITHUB_STARS,LAST_COMMIT,LAST_COMMIT_AGO,LICENSE,CITATIONS,JOURNAL,JIF,PAGE_ICON,TAGS
DockStream,https://github.com/MolecularAI/DockStream,https://doi.org/10.1186/s13321-021-00563-7,,,De Novo Generation,"Target Aware De Novo Generation, Full Workflows",Docking-based,,DockStream: a docking wrapper to enhance de novo molecular design,116,2023-03-16T07:07:10.000Z,22 months ago,,34,Journal of Cheminformatics,7.1,material/target,"de novo generation, target aware de novo generation, docking-based"
FREED,https://github.com/AITRICS/FREED,https://doi.org/10.1002/9780470584170.ch4,,,De Novo Generation,Target Aware De Novo Generation,Docking-based,,Utilizes explorative experience replay in a generative reinforcement learning setup for drug design.,52,2022-03-18T20:09:58.000Z,34 months ago,,3,Lead Generation Approaches in Drug Discovery,,material/target,"de novo generation, target aware de novo generation, docking-based"
KGDiff,https://github.com/CMACH508/KGDiff,https://doi.org/10.5281/zenodo.8419944,,,De Novo Generation,Target Aware De Novo Generation,Docking-based,,A model for explainable target-aware molecule generation with knowledge guidance.,31,2024-01-23T04:45:12.000Z,12 months ago,,0,,,material/target,"de novo generation, target aware de novo generation, docking-based"
Lib-INVENT,https://github.com/MolecularAI/Lib-INVENT,https://doi.org/10.1021/acs.jcim.1c00469,,,De Novo Generation,Target Aware De Novo Generation,Docking-based,,Reaction-based Generative Scaffold Decoration for�in Silico�Library Design,56,2023-03-11T11:39:46.000Z,22 months ago,,43,Journal of Chemical Information and Modeling,5.6,material/target,"de novo generation, target aware de novo generation, docking-based"
liGAN,https://github.com/mattragoza/liGAN,https://doi.org/10.1039/D1SC05976A,,,De Novo Generation,Target Aware De Novo Generation,Docking-based,,A project for structure-based drug discovery using deep generative models of atomic density grids.,229,2023-03-10T19:40:41.000Z,22 months ago,,99,Chemical Science,7.6,material/target,"de novo generation, target aware de novo generation, docking-based"
LS-MolGen,https://github.com/songleee/LS-MolGen,https://doi.org/10.1021/acs.jcim.3c00587,,,De Novo Generation,Target Aware De Novo Generation,Docking-based,,"A ligand-and-structure dual-driven deep reinforcement learning method for target-specific molecular generation, integrating docking scores and bioactivity data for molecule optimization.",36,2023-06-22T07:18:45.000Z,19 months ago,,5,Journal of Chemical Information and Modeling,5.6,material/target,"de novo generation, target aware de novo generation, docking-based"
MORLD,https://github.com/wsjeon92/morld,https://doi.org/10.1038/s41598-020-78537-2,,,De Novo Generation,Target Aware De Novo Generation,Docking-based,,Autonomous molecule generation using reinforcement learning and docking to develop potential novel inhibitors,26,2023-08-24T08:40:04.000Z,17 months ago,,42,Scientific Reports,3.8,material/target,"de novo generation, target aware de novo generation, docking-based"
OptiMol,https://github.com/jacquesboitreaud/OptiMol,https://doi.org/10.1021/acs.jcim.0c00833.s001,,,De Novo Generation,Target Aware De Novo Generation,Docking-based,,OptiMol : Optimization of binding affinities in chemical space for drug discovery,36,2023-01-31T22:08:51.000Z,23 months ago,,0,,,material/target,"de novo generation, target aware de novo generation, docking-based"
PMDM,https://github.com/Layne-Huang/PMDM/tree/main,https://doi.org/10.1038/s41467-024-46569-1,,,De Novo Generation,Target Aware De Novo Generation,Docking-based,,dual diffusion model enables 3D binding bioactive molecule generation and lead optimization given target pockets,121,2024-10-30T15:36:57.000Z,2 months ago,,33,Nature Communications,14.7,material/target,"de novo generation, target aware de novo generation, docking-based"
PocketOptimizer 2.0,https://github.com/Hoecker-Lab/pocketoptimizer,https://doi.org/10.1002/pro.4516,,,De Novo Generation,Target Aware De Novo Generation,Docking-based,,modular framework for computer-aided ligand-binding design,30,2025-03-12T08:04:03.000Z,1 months ago,,4,Protein Science,4.5,material/target,"de novo generation, target aware de novo generation, docking-based"
RGA,https://github.com/futianfan/reinforced-genetic-algorithm,https://doi.org/10.48550/arXiv.2211.16508,,,De Novo Generation,Target Aware De Novo Generation,Docking-based,,"A reinforcement learning-based genetic algorithm for structure-based drug design, introduced at NeurIPS 2022.",71,2023-07-17T14:17:22.000Z,18 months ago,,0,,,material/target,"de novo generation, target aware de novo generation, docking-based"
SampleDock,https://github.com/atfrank/SampleDock,https://doi.org/10.1021/acs.jcim.1c00746.s001,,https://atfrank.github.io/SampleDock/,De Novo Generation,Target Aware De Novo Generation,Docking-based,,Navigating Chemical Space By Interfacing Generative Artificial Intelligence and Molecular Docking,7,2022-02-21T14:01:46.000Z,35 months ago,,0,,,material/target,"de novo generation, target aware de novo generation, docking-based"
SBMolGen,https://github.com/clinfo/SBMolGen,https://doi.org/10.1021/acs.jcim.1c00679,,,De Novo Generation,Target Aware De Novo Generation,Docking-based,,"integrates a recurrent neural network, a Monte Carlo tree search, and docking simulations",42,2022-04-21T08:44:50.000Z,33 months ago,,47,Journal of Chemical Information and Modeling,5.6,material/target,"de novo generation, target aware de novo generation, docking-based"
SECSE,https://github.com/KeenThera/SECSE,https://doi.org/10.1186/s13321-022-00598-4,,,De Novo Generation,Target Aware De Novo Generation,Docking-based,,Systemic evolutionary chemical space exploration for drug discovery,81,2024-11-15T16:03:17.000Z,2 months ago,,16,Journal of Cheminformatics,7.1,material/target,"de novo generation, target aware de novo generation, docking-based"
Alx-Fuse,https://github.com/biomed-AI/AIxFuse,https://doi.org/10.1039/d4sc00094c,,,De Novo Generation,Target Aware De Novo Generation,Dual-target,,Structure-Aware Dual-Target Drug Design through Collaborative Learning of Pharmacophore Combination and Molecular Simulation,4,2025-01-13T05:30:57.000Z,0 months ago,,2,Chemical Science,7.6,material/target,"de novo generation, target aware de novo generation, dual-target"
DrugFlow,https://github.com/LPDI-EPFL/DrugFlow,https://doi.org/10.1021/acs.jcim.4c00621,,,De Novo Generation,"Target Aware De Novo Generation, Full Workflows",Flow-matching,,Multi-domain Distribution Learning for De Novo Drug Design,48,2025-03-06T13:17:20.000Z,,,,,,material/target,"de novo generation, target aware de novo generation, flow matching"
FragGen,https://github.com/HaotianZhangAI4Science/FragGen,https://doi.org/10.1039/D4SC04620J,,,De Novo Generation,Target Aware De Novo Generation,Fragment-based,,FragGen: towards 3D geometry reliable fragment-based molecular generation,22,2024-11-23T18:36:21.000Z,1 months ago,,1,Chemical Science,7.6,material/target,"de novo generation, target aware de novo generation, fragment-based"
SINGA,https://github.com/Isomorpfishm/SINGA,,,,De Novo Generation,Target Aware De Novo Generation,GAN,,"SINGA is a Molecular Sampling model with Protein-Ligand Interactions aware Generative Adversarial Network, focusing on generating molecules considering their interactions with proteins.",2,2023-10-16T01:16:32.000Z,15 months ago,,,,,material/target,"de novo generation, target aware de novo generation, gan"
TopMT-GAN,https://github.com/aeghnnsw/TopMT.git,https://doi.org/10.1039/D4SC05211K,,,De Novo Generation,Target Aware De Novo Generation,GAN,,3D topology-driven generative model for efficient and diverse structure-based ligand design,2,24-May,8 months ago,,0,Chemical Science,7.6,material/target,"de novo generation, target aware de novo generation, gan"
3DSMILES-GPT,https://github.com/ashipiling/GPT_3DSMILES,https://doi.org/10.1039/D4SC06864E,,,De Novo Generation,Target Aware De Novo Generation,GPT,,3D molecular pocket-based generation,16,2025-01-02T13:13:44.000Z,0 months ago,,1,Chemical Science,7.6,material/target,"de novo generation, target aware de novo generation, GPT"
cMolGPT,https://github.com/VV123/cMolGPT,https://doi.org/10.3390/molecules28114430,,,De Novo Generation,Target Aware De Novo Generation,GPT,,"cMolGPT, a Conditional Generative Pre-trained Transformer, aims for de novo molecular design by enforcing target specificity during the generation process, emphasizing the incorporation of target embeddings.",17,2024-08-18T21:32:17.000Z,5 months ago,,34,Molecules,4.2,material/target,"de novo generation, target aware de novo generation, GPT"
PETrans,https://github.com/Chinafor/PETrans,https://doi.org/10.3390/ijms24021146,,,De Novo Generation,Target Aware De Novo Generation,GPT,,PETrans: De Novo Drug Design with Protein-Specific Encoding Based on Transfer Learning,7,2022-10-18T14:20:44.000Z,27 months ago,,18,International Journal of Molecular Sciences,4.9,material/target,"de novo generation, target aware de novo generation, GPT"
Pocket2Mol,https://github.com/pengxingang/Pocket2Mol,https://doi.org/10.48550/arXiv.2205.07249,,,De Novo Generation,Target Aware De Novo Generation,Graph,,Efficient Molecular Sampling Based on 3D Protein Pockets,289,2023-11-16T01:26:10.000Z,14 months ago,,0,,,material/target,"de novo generation, target aware de novo generation, graph"
PocketFlow,https://github.com/Saoge123/PocketFlow,https://doi.org/10.1038/s42256-024-00808-8,,,De Novo Generation,Target Aware De Novo Generation,Graph,,data-and-knowledge driven structure-based molecular generative model,119,2024-05-22T01:06:37.000Z,8 months ago,,23,Nature Machine Intelligence,18.8,material/target,"de novo generation, target aware de novo generation, graph"
TargetSA,https://github.com/XueZhe-Zachary/TargetSA,https://doi.org/10.1093/bioinformatics%2Fbtae730,,,De Novo Generation,Target Aware De Novo Generation,Graph,,Adaptive Simulated Annealing for Target-Specific Drug Design,3,2024-09-02T13:19:10.000Z,4 months ago,,0,Bioinformatics,4.4,material/target,"de novo generation, target aware de novo generation, graph"
IFP-RNN,https://github.com/jeah-z/IFP-RNN,,,,De Novo Generation,Target Aware De Novo Generation,Interaction fingerprint constrained,,A molecule generative model used interaction fingerprint (docking pose) as constraints.,14,2022-02-13T08:51:04.000Z,35 months ago,,,,,material/target,"de novo generation, target aware de novo generation, protein-ligand interaction fingerprint (PLIF)"
DrugGEN,https://github.com/asarigun/DrugGEN,https://doi.org/10.1093/database/baad090,,,De Novo Generation,Target Aware De Novo Generation,Language Model,,Drug Discovery with Large Language Models and Reinforcement Learning Feedback,9,2023-10-27T19:46:11.000Z,15 months ago,,1,Database,3.4,material/target,"de novo generation, target aware de novo generation, language model"
Lingo3DMol,https://github.com/stonewiseAIDrugDesign/Lingo3DMol,https://doi.org/10.1038/s42256-023-00775-6,,,De Novo Generation,Target Aware De Novo Generation,Language Model,,A pocket-based 3D molecule generation method that combines language model capabilities with 3D coordinate generation and geometric deep learning.,50,2023-11-28T02:20:36.000Z,13 months ago,,21,Nature Machine Intelligence,18.8,material/target,"de novo generation, target aware de novo generation, language model"
TamGen,https://github.com/SigmaGenX/TamGen,https://doi.org/10.1038/s41467-024-53632-4,,,De Novo Generation,Target Aware De Novo Generation,Language Model,,drug design with target-aware molecule generation through a chemical language model,29,2024-11-17T06:45:38.000Z,2 months ago,,0,Nature Communications,14.7,material/target,"de novo generation, target aware de novo generation, language model"
ResGen,https://github.com/HaotianZhangAI4Science/ResGen,https://doi.org/10.1038/s42256-023-00712-7,,,De Novo Generation,Target Aware De Novo Generation,MPNN,,pocket-aware 3D molecular generation model based on parallel multiscale modelling,85,2024-11-23T18:37:06.000Z,1 months ago,,41,Nature Machine Intelligence,18.8,material/target,"de novo generation, target aware de novo generation, message passing neural network (MPNN)"
SPOTLIGHT,https://github.com/arnabpune/SPOTLIGHT,,,,De Novo Generation,Target Aware De Novo Generation,Physics-based generation,,structure-based prediction and optimization tool for ligand generation on hard-to-drug targets,1,2024-03-08T06:19:14.000Z,10 months ago,,,,,material/target,"de novo generation, target aware de novo generation, physics-based generation"
PROTACable,https://github.com/giaguaro/PROTACable/,https://doi.org/10.1021/acs.jcim.3c01878,,,De Novo Generation,Target Aware De Novo Generation,PROTACs,,"Integrative Computational Pipeline of 3-D Modeling and Deep Learning To Automate the De Novo Design of PROTACs (standalone, published 2024).",27,2024-06-03T04:55:43.000Z,7 months ago,,7,Journal of Chemical Information and Modeling,5.6,material/target,"de novo generation, target aware de novo generation, PROTAC"
DeepICL,https://github.com/ACE-KAIST/DeepICL,https://doi.org/10.1038/s41467-024-47011-2,,,De Novo Generation,Target Aware De Novo Generation,Protein-ligand interactions,,3D molecular generative framework for interaction-guided drug design,54,2024-07-02T10:13:52.000Z,6 months ago,,15,Nature Communications,14.7,material/target,"de novo generation, target aware de novo generation, protein-ligand interaction (PLI)"
DrugGPS,https://github.com/zaixizhang/DrugGPS_ICML23,https://doi.org/10.5555/3618408.3620143,,,De Novo Generation,Target Aware De Novo Generation,Protein-ligand interactions,,"Focuses on learning subpocket prototypes for generalizable structure-based drug design, introduced at ICML 2023.",29,2024-02-20T01:26:47.000Z,11 months ago,,0,,,material/target,"de novo generation, target aware de novo generation, protein-ligand interaction (PLI)"
